density_sq_km,land_sq_km,water_sq_km,childcnt,conservative,liberal,ownrent,income,dem_performance_pct,persuasion_pct,turnout_pct,age,earliest_reg_date,sex,vote_g2008,vote_g2010,vote_g2012,vote_p2004party_d,vote_p2004party_r,vote_p2006party_d,vote_p2006party_r,vote_p2008party_d,vote_p2008party_r,vote_p2009party_d,vote_p2009party_r,vote_p2010party_d,vote_p2010party_r,vote_p2011party_d,vote_p2011party_r,vote_p2012party_d,vote_p2012party_r,vote_pp2004party_d,vote_pp2004party_r,vote_pp2008party_d,vote_pp2008party_r,vote_pp2012party_d,vote_pp2012party_r,hh_vote_p2004party_d_num,hh_vote_p2004party_r_num,hh_vote_p2006party_d_num,hh_vote_p2006party_r_num,hh_vote_p2008party_d_num,hh_vote_p2008party_r_num,hh_vote_p2009party_d_num,hh_vote_p2009party_r_num,hh_vote_p2010party_d_num,hh_vote_p2010party_r_num,hh_vote_p2011party_d_num,hh_vote_p2011party_r_num,hh_vote_p2012party_d_num,hh_vote_p2012party_r_num,hh_vote_pp2004party_d_num,hh_vote_pp2004party_r_num,hh_vote_pp2008party_d_num,hh_vote_pp2008party_r_num,obama08_minus_kerry,random_var,support,obama08_pct_mean,catowner_1,lib_donor,id,boatownr_1,apparel_1,bankcard_1,bookmusc_1,environm_1,contbrel_1,outdgrdn_1,electrnc_1,donrever_1,golf_1,outdoor_1,stockbnd_1,smarstat_s,smarstat_m,veteran_1,cen_advcnddegreepcnt,cen_armedforcespct,cen_avgtrvltime,cen_blackpcnt,cen_childrenpcnt,cen_collegepcnt,cen_hisppcnt,cen_i_art_ent_rec_srvspr,cen_i_farmingprct,cen_i_miningprct,cen_i_utilitiesprct,cen_i_wholesaletrprct,cen_medianincome,cen_ruralpcnt,cen_singlemomspcnt,cen_unemprate,cen_urbanpcnt,state_region,ethnicity
44.770015,42.528465,0,"2","103","109","7",96000,34.7,,56.5,43,"1987-05-27","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,38.7,1,.4437969,0,0,110939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0721262,.1475069,29.90792,.0010433,.3542538,.0961683,.0396453,.0148462,.028632,.0063627,.0063627,.0201485,46516,1,.0251046,.0185759,0,"Region 1","W"
1224.8978,.67026,0,"0","131","110","9",96000,34.7,,42.2,61,"2003-11-05","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,33,1,.4980192,0,0,114112,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,.1533742,.2291351,25.93518,.01649,.3257143,.2009202,.0282686,0,0,0,0,.0234742,68077,0,.0171429,.0349345,1,"Region 5","W"
833.81719,1.890089,.183507,"0","124","073","9",96000,52.6,,40.1,80,"1955-06-11","M",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.3,60,1,.0732786,0,0,112835,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,.1762114,.0741511,15.13429,.2312925,.258427,.2202643,.0039683,.007722,.007722,0,0,.009009,25121,0,.1797753,.2095626,1,"Region 6","W"
25.733307,48.069997,0,"1","112","088","9",96000,25.8,,45.2,51,"1997-10-06","F",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1,22.1,0,.4847119,0,0,111714,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,.0606061,.1799163,20.17214,.0607225,.4115044,.1077441,.0122982,.0093897,.0078247,0,0,.0312989,41463,.9300538,.0353982,.0273973,.0699462,"Region 6","W"
837.26084,1.31803,.588186,"0","124","073","9",96000,47.5,,38.3,69,"1966-09-23","M",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,.1,50.6,0,.2851363,0,0,113569,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,.0475793,.2308276,22.99528,.0429003,.2831858,.1176962,.0048338,.0188976,.007874,0,.0314961,.0708661,47165,0,.0212389,.0618705,1,"Region 5","W"
,,,"0","112","088","8",96000,40.1,,51,68,"2005-02-07","M",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.8,40.1,1,.2778752,0,0,110331,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,.0627669,.1556712,20.82214,.0732307,.3091811,.1406977,.0253604,.008901,.012548,.000695,.007229,.027108,37519,.2115989,.0715771,.0504068,0,"Region 1","W"
24.442839,54.269943,.060899,"0","124","073","9",96000,40.6,,61.5,67,"2003-03-28","F",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.7,39.1,0,.6493679,0,0,110613,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,.0218069,.1212121,26.67754,0,.3121387,.1889927,0,.02133,.0652447,0,.0087829,.0125471,58860,1,.0539499,.0208845,0,"Region 2","W"
839.69832,.786012,.069057,"0","107","106","9",96000,49,,41.2,38,"2006-11-07","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,57.6,0,.944017,0,0,110476,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.1185468,.1384892,28.8652,.325811,.1822785,.2562141,0,.0308642,.0185185,0,0,.037037,22316,0,.0835443,0,0,"Region 3","W"
28.11813,48.900834,0,"0","114","156","8",96000,45.3,,51.9,53,"1996-11-06","F",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5,40.8,1,.8958488,0,0,113709,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,.2029312,.1604167,31.41379,0,.4273128,.2953777,.0152838,.0269841,.0174603,0,.0079365,.0111111,96175,1,.0374449,.0260337,0,"Region 2","J"
257.2408,13.465982,0,"0","131","110","9",,36.4,,46.5,36,"2003-10-06","F",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.6,36.9,1,.3285315,0,0,114549,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,.1119088,.2210898,40.02918,.0146893,.4168067,.2428209,.0087571,.0202492,.0103842,0,0,.046729,78113,.0183616,.0310924,.0213415,0,"Region 2","W"
1168.3849,2.938244,0,"4","089","117","7",96000,56.1,,25.5,47,"2000-10-10","F",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,56,1,.1298472,0,0,115227,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.1914639,.125559,33.27008,.0595556,.187046,.4088552,.0634074,.0037736,0,0,.0033543,.0113208,73438,0,0,.0155674,1,"Region 4","W"
19.193747,56.565688,.067338," ","   ","   "," ",96517,57.1,,48.5,50,"2008-09-26","M",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,7.5,56,0,.6395342,0,0,114707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1132353,.0875332,27.06773,.0789715,.4515235,.1676471,.0642792,.0525328,.0469043,0,.0150094,.0375235,49338,1,.0221607,.0649123,0,"Region 1","W"
2129.6975,1.859419,0," ","   ","   "," ",96653,62.8,,28.1,23,"2007-03-27","M",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,64.9,1,.3910332,0,0,110604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2780689,.0963979,26.08056,.0621212,.4376957,.4468563,.0474747,.0081685,0,0,0,.0103181,82097,0,.0500939,.0106338,1,"Region 4","A"
70.375072,29.941802,1.361896,"3","118","072","9",97000,40.5,,37.7,47,"2000-03-08","M",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43.8,0,.0461093,0,0,112332,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,.1068867,.2518797,36.67863,.1422764,.4204994,.1664276,.0582656,.012037,.0055556,0,.0083333,.0462963,60099,1,.0512484,.0390365,0,"Region 2","W"
44.812665,62.301934,.626704,"0","116","079","8",97000,32.9,,45.5,78,"2000-10-10","M",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,32,1,.2392317,0,0,111181,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,.0791888,.1944318,22.69615,.2236136,.2987974,.1525833,0,.0084291,.0084291,0,.0137931,.0398467,54234,.9953488,.0185014,.0192735,.0046512,"Region 1","W"
138.0027,12.093966,0,"0","112","088","9",97000,39,,46.1,51,"1979-04-10","M",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,40.6,0,.173559,0,1,114199,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,.0838223,.1362928,24.90809,.0109091,.2804006,.1198659,.010303,.0424403,.0092838,0,.0066313,.0092838,31699,.1648485,.0772532,.0065876,0,"Region 2","W"
1322.1454,1.266124,0,"0","125","099","9",97000,42.6,,49.5,22,"2008-10-06","F",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4.1,41.1,1,.2547214,0,0,111584,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,.0946181,.2691057,23.42911,.1491228,.3680885,.2751736,.0494987,.0233766,0,0,.0077922,.0467532,60505,0,.0347551,.0326481,1,"Region 5","W"
768.17604,1.186784,.144942,"0","099","095","9",,37.5,,42.8,28,"2002-11-06","M",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.9,38.7,0,.1531164,0,0,111473,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,.1676385,.2814527,21.38325,.0492278,.4073034,.212828,.0666023,.0221843,0,0,0,.0307167,65313,0,.0617978,.0158479,1,"Region 5","W"
556.85123,2.501006,.695539,"0","124","073","9",97000,35.4,,49.3,77,"1957-04-18","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5.4,34.7,0,.9105383,0,0,113372,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.1925264,.1607843,27.63943,.0491713,.4021909,.1397238,.0430939,.0174966,0,0,.013459,.0336474,61938,0,.028169,.0178344,1,"Region 5","B"
777.56129,1.993412,0,"0","087","207","9",97000,66.1,,29,55,"2011-03-04","F",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-2.3,59.4,1,.693328,0,0,114732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.2211838,.1222222,24.73619,.0505992,.1163142,.3761682,.0672437,0,0,0,0,0,75318,0,.0362538,.0623679,1,"Region 4","W"
17.137311,83.147674,1.287977,"0","118","072","9",97000,47.4,,26.8,59,"1999-11-09","M",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,48.7,1,.8356668,0,0,112462,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,.0959184,.1304753,25.25495,.0551817,.3810484,.2459184,.0323015,0,.019656,0,.007371,.029484,92668,1,.0745968,0,0,"Region 2","W"
,,,"0","108","061","7",97000,55.6,,35.5,37,"2000-01-13","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,61.5,1,.4255701,0,0,111263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.0335052,.1272727,26.20601,.5306508,.2170301,.0486009,.0064812,.006123,.046628,.012247,.010646,.022925,27356,.5951931,.0612669,.0561915,0,"Region 3","B"
960.09531,1.366531,0,"0","124","073","9",97000,46.5,,45.7,82,"1964-04-07","M",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,49,1,.145437,0,0,112899,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,.1243879,.1543624,18.8,0,.282187,.179236,0,0,0,0,.0230769,.1523077,53036,0,.026455,.0196078,1,"Region 6","W"
28.961899,81.753519,.043604,"0","128","062","8",97000,44.6,,37.1,66,"1984-09-25","M",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1,41.8,0,.1824933,0,0,110009,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,.0336134,.0900901,32.48701,.2116402,.3236815,.0336134,.0561661,.00652,.005705,.007335,0,.0325998,34250,1,.0434333,.0469954,0,"Region 6","W"
2234.8695,.232418,.276784,"0","090","169","9",97000,62.7,,45,83,"1998-02-03","M",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-.6,59.5,1,.9652044,0,0,111424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2991766,.179599,33.2167,.0362694,.012685,.4172004,.0405872,.0173724,0,0,0,0,47500,0,0,.0052576,1,"Region 4","J"
1399.5724,.998162,0,"1","119","096","9",97000,60.2,,57.7,22,"2008-02-20","M",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,57.3,1,.036885,0,0,111884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3408423,.20647,28.42301,.0226648,.388664,.2791381,.0638736,0,.0133333,0,0,.0366667,98695,0,.0384615,.0553846,1,"Region 4","W"
128.00497,16.492272,.030524,"0","112","088","9",97000,33.7,,44.3,67,"1992-09-08","M",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,33.7,0,.3728876,0,0,114604,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,.1056683,.2528736,24.26193,.2332731,.4460338,.1770469,.0280289,.0054595,.0036397,0,.0191083,.0200182,61673,.5818264,.0754226,.0549542,.4181736,"Region 1","W"
48.387347,61.623477,.128204,"0","112","088","9",,33.3,,45.6,68,"1981-10-02","F",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.1,34.3,0,.1263015,0,0,113418,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,.0704,.2134615,39.13542,.0411845,.3960396,.2197333,.0292716,.0166113,.0093023,0,.020598,.0079734,66917,.8808714,.0059406,.0234326,.1191287,"Region 2","J"
68.498493,27.970933,.044282,"3","118","072","9",97000,33.5,,57.7,41,"2000-10-10","F",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,34.7,1,.427193,0,0,114693,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,.0318525,.1269205,23.75822,.0359461,.340617,.0561609,.0394408,.0084666,.0329257,.0047037,.0037629,.0047037,37885,.4932601,.0771208,.0279783,.5067399,"Region 2","W"
761.67714,2.448544,0,"2","132","105","9",,48.4,,49.6,64,"2004-03-10","F",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,45.8,1,.9278731,0,0,111196,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,.3582208,.2276853,38.67832,.0314757,.54886,.3637808,.0077399,.0211907,0,0,0,.0332997,135029,0,.02443,.0146341,1,"Region 4","W"
24.932419,58.718731,0,"1","118","072","9",97000,44.3,,51.9,42,"2004-07-09","F",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,46.5,1,.5621369,0,0,110172,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,.1000972,.1528545,26.851,.123381,.3201439,.1865889,.0347648,.0112994,.0663842,.0028249,.0028249,.0677966,47500,1,.0341727,.0288066,0,"Region 2","U"
14.622368,112.63951,.54325,"0","116","079","9",97000,50.1,,43.8,67,"1980-09-19","M",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,48.4,0,.2047403,0,0,113519,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,.0473588,.1350211,44.34441,.427123,.3258846,.0582878,.0202788,0,.0224215,.0059791,.0119581,.0239163,42917,1,.0446927,.069541,0,"Region 1","W"
,,,"0","128","062","8",97000,33.1,,50.9,75,"1958-04-18","F",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,4.3,30.5,0,.2753285,0,0,110356,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,.0293696,.1577941,30.14722,.0542903,.2587519,.0569484,.0055614,.004125,.061129,.007839,.004125,.037043,29727,1,.0243531,.038961,0,"Region 6","W"
113.6604,16.554463,.021231,"2","112","088","7",97000,47.7,,44.1,33,"2007-09-10","M",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,45.4,0,.3576432,0,0,110468,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,.0382813,.1542289,18.4785,.2693809,.3333333,.0828125,0,.0087051,.0065288,0,.0054407,.0130577,37315,.7233686,.0609756,.0254507,0,"Region 6","W"
966.53514,4.270857,.494619,"0","099","095","9",97000,44.3,,41.8,63,"2003-01-23","M",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,45.9,1,.4843453,0,0,114167,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,.0960027,.260897,25.16304,.1850211,.4777027,.1793645,.0310215,.0229426,0,0,.0154613,.038404,58258,0,.0445946,.0230874,1,"Region 5","B"
222.30777,11.898801,.035105,"0","112","088","8",97000,29.5,,52.1,49,"1999-08-20","M",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,28.7,0,.7461236,0,0,114928,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,.0950389,.1521265,21.1771,.0722076,.386,.2839211,.0015043,.0063739,0,0,.0254958,.0226629,52083,.0996615,.021,.026878,.9003385,"Region 6","W"
28.334145,76.83877,.841358,"0","108","061","8",97000,34,,38.1,36,"2004-08-23","M",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3,28.8,1,.3599038,0,0,112422,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,.0286858,.0947433,21.78128,0,.303551,.0206805,0,.012512,.0115496,0,0,0,32171,1,.021764,.0689964,0,"Region 6","W"
14.78613,78.079056,.034688,"0","128","062","7",97000,27.3,,46.3,81,"1987-06-10","F",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,5,30.7,1,.599575,0,0,113546,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,.0092838,.1144219,44.53668,.1776972,.3442211,.0384615,0,.009542,.028626,0,0,.0381679,44130,1,.0728643,.0455373,0,"Region 3","W"
2596.4829,.355866,0,"0","100","090","9",97000,48.5,,46.4,54,"1998-07-22","F",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,5,46.9,1,.9618716,0,0,113672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1173021,.1581769,23.814,.1105372,.2267574,.1759531,.017562,.0365854,.0060976,0,0,.0304878,33164,0,.0521542,.0138067,1,"Region 2","W"
236.66714,8.693016,.036544,"0","125","099","9",97000,40.8,,34.7,69,"2010-10-12","F",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.7,42.3,0,.6583367,0,0,113666,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,.1429535,.2022333,36.83366,.2503536,.3086124,.192178,.0127298,.0310078,.0067829,0,0,.0455426,53529,.2644979,.0705742,.0405157,0,"Region 2","W"
877.4951,1.579496,0,"0","124","073","9",97000,54.1,,43.5,82,"1984-06-13","M",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,57.9,0,.4176145,0,0,113231,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,.1068616,.1228426,25.82225,.2124692,.2957486,.1799775,.0549631,.0119363,0,0,.0371353,.0119363,56023,0,.0295749,.0491803,1,"Region 1","W"
2993.2596,.270608,0,"1","131","110","9",97000,58.8,,33.7,52,"2000-05-03","M",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,7.7,62.9,1,.5769177,0,0,114377,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,.1103896,.3224568,28.91979,.1413882,.529661,.3549784,.0809769,0,0,0,0,.0295858,67692,0,.0338983,0,1,"Region 5","B"
820.08653,1.87907,0,"0","112","088","9",97000,54.1,,43.5,60,"1984-09-11","F",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.7,57.9,0,.6202477,0,0,111379,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,.0610236,.13709,22.26092,.1539432,.3874345,.132874,.0044164,.0071259,0,0,.0130641,.0071259,47279,0,.0907504,.0566667,1,"Region 1","W"
591.45071,7.419046,0,"4","119","096","7",98000,50.2,,50.7,38,"1996-11-12","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,54,1,.967795,0,0,114378,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,.1866808,.1306366,30.33187,.0307727,.4881423,.3871768,.0231357,.011653,.0069055,0,.0176953,.0151057,94051,.046496,.0349144,.0152478,.953504,"Region 2","W"
163.3691,10.759847,.025546,"0","131","110","9",98000,39.7,,40.3,53,"1999-09-29","F",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,39.1,1,.0075892,0,0,112277,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,.2916019,.2298767,21.73415,.0316354,.3097596,.2721618,.0369973,.0561056,0,0,.0044004,.0121012,72663,.2965147,.0183876,.0212314,.7034853,"Region 5","W"
68.002666,34.322184,0,"2","119","096","7",98000,44,,19.9,40,"2008-10-01","M",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,52.6,1,.8891726,0,0,111805,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,.1304348,.1653201,41.06719,.1427993,.5620999,.2885376,.0262945,.0070114,0,0,0,.0280456,81648,.6088188,.0166453,.0308848,.3911812,"Region 2","W"
199.51255,16.133646,15.307985,"2","112","088","9",98000,62.5,,42.9,48,"1997-10-06","M",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,65.5,0,.8998539,0,0,114922,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,.0865175,.3204434,28.93716,.528081,.6002004,.1907751,.0227812,.0104361,0,0,.0089452,.0186359,52254,.0060117,.1217435,.0306583,.9939883,"Region 3","B"
1004.9128,1.120495,.105482,"0","131","110","9",98000,38.9,,52.2,62,"1995-10-01","M",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.8,34.6,0,.3093475,0,0,113070,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,.1295681,.2794118,24.61965,0,.190566,.2325581,0,.023622,0,0,0,.0209974,60357,0,.0169811,.0148883,1,"Region 5","H"
7.4446892,109.84652,.299116,"1","112","088","8",98000,47.4,,46.6,32,"1999-02-26","F",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,46.6,0,.6030654,0,0,112433,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,.0316742,.1879287,39.9795,.1883408,.2425876,.0271493,0,0,.0296128,0,.0273349,.0136674,37176,1,0,.055914,0,"Region 3","W"
10.627088,121.05631,.143403,"0","124","073","9",98000,39.1,,39.7,80,"1985-09-16","F",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.9,41.7,1,.4367885,0,0,110543,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,.03708,.127844,33.79457,.3429257,.3510436,.0857474,0,.020794,.0321361,0,.0510397,.0302457,36055,1,.0550285,.0620567,0,"Region 1","W"
